,X,height,weight
2150,2150,170.35,64.24
2151,2151,172.91,55.73
2152,2152,174.58,53.59
2153,2153,168.93,55.78
2154,2154,181.24,56.66
2155,2155,171.12,53.47
2156,2156,168.99,60.89
2157,2157,171.31,60.06
2158,2158,176.22,56.01
2159,2159,173.93,61.94
2160,2160,169.72,59.09
2161,2161,174.31,55.26
2162,2162,179.21,56.57
2163,2163,165.78,50.14
2164,2164,166,49.33
2165,2165,166.72,58.76
2166,2166,176.71,63.53
2167,2167,168.7,62.43
2168,2168,173.37,63.72
2169,2169,179.69,61.86
2170,2170,173.63,54.83
2171,2171,176.89,64.12
2172,2172,166,62.14
2173,2173,182.69,70.91
2174,2174,178.14,62.16
2175,2175,165.52,55.05
2176,2176,176.05,55.29
2177,2177,168.49,59.48
2178,2178,174.38,57.78
2179,2179,178.5,61.3
2180,2180,171.65,58.39
2181,2181,175.76,61.04
2182,2182,176.84,58.87
2183,2183,167.3,57.94
2184,2184,177.61,60.98
2185,2185,173.79,62.77
2186,2186,171.74,65.77
2187,2187,173.05,51.55
2188,2188,164.51,53.76
2189,2189,165.95,58.78
2190,2190,171.82,60.48
2191,2191,175.42,63.37
2192,2192,170.63,53.12
2193,2193,166.87,52.99
2194,2194,174.18,63.94
2195,2195,168.51,62.62
2196,2196,165.82,51
2197,2197,177.63,63.3
2198,2198,165.68,59.17
2199,2199,181.8,64.45
2200,2200,175.54,60.8
2201,2201,174.85,56.02
2202,2202,168.65,53.97
2203,2203,169.41,60.7
2204,2204,164.98,52.38
2205,2205,176.54,61.27
2206,2206,176.37,52.53
2207,2207,170.36,54.95
2208,2208,179.07,60.86
2209,2209,175.74,64.79
2210,2210,171.41,54.29
2211,2211,171.22,56.55
2212,2212,176.37,57.96
2213,2213,162.95,50.84
2214,2214,175.62,62.21
2215,2215,174.99,54.41
2216,2216,168.71,62.08
2217,2217,171.26,56.44
2218,2218,166.72,57.23
2219,2219,178.23,58.13
2220,2220,168.24,59.2
2221,2221,168.89,62.7
2222,2222,165.22,52.88
2223,2223,170.39,53.51
2224,2224,163.42,58.08
2225,2225,163.09,51.26
2226,2226,169.91,51.25
2227,2227,167.11,57.49
2228,2228,174.86,59.52
2229,2229,180.59,64.92
2230,2230,162.28,55.72
2231,2231,173.63,61.96
2232,2232,176.47,63.58
2233,2233,175.33,62.86
2234,2234,178.56,61.36
2235,2235,179.95,61.33
2236,2236,182.54,65.53
2237,2237,176.72,63.35
2238,2238,180.06,61.88
2239,2239,172.58,56.07
2240,2240,171.97,57.94
2241,2241,174.23,67.47
2242,2242,169.96,58.4
2243,2243,173.57,56.87
2244,2244,164.24,63.62
2245,2245,167.77,52.39
2246,2246,178.42,59.21
2247,2247,171.12,53.91
2248,2248,177.69,58.02
2249,2249,179.44,69.32
2250,2250,179.27,57.82
2251,2251,174.91,61.07
2252,2252,174.61,55.06
2253,2253,170.62,58.12
2254,2254,167.08,48.61
2255,2255,171.51,61.73
2256,2256,170.39,67.57
2257,2257,171.94,58.72
2258,2258,164.19,47.95
2259,2259,176.18,51.6
2260,2260,175.81,64.72
2261,2261,171.1,53.98
2262,2262,166.72,53.39
2263,2263,174.66,57.47
2264,2264,173.16,56.6
2265,2265,167.22,47.04
2266,2266,176.04,59.02
2267,2267,179.84,56.09
2268,2268,169.14,62.31
2269,2269,164.27,47.54
2270,2270,182.73,58.56
2271,2271,171.82,54.57
2272,2272,174.58,57.46
2273,2273,170.07,57.61
2274,2274,184.32,58.91
2275,2275,171.12,62.02
2276,2276,177.87,61.6
2277,2277,169.01,50.24
2278,2278,172.08,51.49
2279,2279,171.65,65.55
2280,2280,168.98,60.63
2281,2281,175.65,68.91
2282,2282,175.75,55.63
2283,2283,169.17,53.57
2284,2284,170.36,48.11
2285,2285,176.71,67.3
2286,2286,175.84,45.96
2287,2287,175.94,62.29
2288,2288,171.62,55.77
2289,2289,175.52,64.52
2290,2290,174.1,57.7
2291,2291,179.99,68.53
2292,2292,172.69,56.43
2293,2293,180.44,57.6
2294,2294,169.44,63.54
2295,2295,167.07,51.51
2296,2296,169.66,52.66
2297,2297,167.47,49.63
2298,2298,172.02,59.74
2299,2299,169.48,50.9
2300,2300,169.38,52.29
2301,2301,170.83,54.35
2302,2302,179.15,58.08
2303,2303,177.14,58.29
2304,2304,174.64,52.23
2305,2305,171.74,61.91
2306,2306,183.22,62.42
2307,2307,172.49,57.36
2308,2308,168.12,56.77
2309,2309,182.16,65.43
2310,2310,179.54,62.43
2311,2311,182.57,64.81
2312,2312,172.11,59.72
2313,2313,170.41,55.35
2314,2314,169.67,47.97
2315,2315,161.45,53.82
2316,2316,168.9,63.11
2317,2317,174,56.3
2318,2318,169.77,52.87
2319,2319,179.43,60.89
2320,2320,167.68,53.32
2321,2321,171.06,57.48
2322,2322,170.84,54.81
2323,2323,179.89,63.58
2324,2324,173.57,46.43
2325,2325,176.22,60.05
2326,2326,164.49,54.2
2327,2327,174.5,57.04
2328,2328,176.51,56.87
2329,2329,172.94,55.5
2330,2330,168.59,61.1
2331,2331,169.56,55.04
2332,2332,176.89,55.87
2333,2333,177.24,60.29
2334,2334,176.51,53.89
2335,2335,167.25,45.81
2336,2336,179.61,64.87
2337,2337,173.94,57.41
2338,2338,176.21,63.94
2339,2339,179.13,61.23
2340,2340,174.52,58.39
2341,2341,171.77,49.54
2342,2342,173.58,62.31
2343,2343,173.31,63.03
2344,2344,172.5,59.83
2345,2345,178.62,61.82
2346,2346,168.65,58.23
2347,2347,168.95,60.92
2348,2348,176.82,55.53
2349,2349,171.79,63.46
2350,2350,180.5,63.38
2351,2351,179.38,57.73
2352,2352,171.36,57
2353,2353,167.42,45.86
2354,2354,166.64,52.55
2355,2355,176.53,57.41
2356,2356,176.37,60.5
2357,2357,175.28,52.62
2358,2358,174.21,56.23
2359,2359,170.08,53.78
2360,2360,164,61.37
2361,2361,176.5,60.06
2362,2362,166.77,66.13
2363,2363,169.67,50.79
2364,2364,175.1,61.6
2365,2365,175.02,54.78
2366,2366,173.99,60.12
2367,2367,172.79,61.19
2368,2368,175.8,61.09
2369,2369,173.96,64.23
2370,2370,174.78,68.59
2371,2371,170.3,60.77
2372,2372,174.98,63.11
2373,2373,174.64,60.03
2374,2374,183.72,65.01
2375,2375,168.94,55.21
2376,2376,169.47,55.69
2377,2377,170.7,53.69
2378,2378,178.29,59.76
2379,2379,166.41,55.53
2380,2380,174.85,51.45
2381,2381,170.07,58.89
2382,2382,172.82,56.15
2383,2383,180.37,54.32
2384,2384,175.62,56.6
2385,2385,174.91,59.64
2386,2386,164.14,49.51
2387,2387,173.86,50.27
2388,2388,174.81,55.04
2389,2389,168.7,57.87
2390,2390,174.91,66.85
2391,2391,167.08,67.36
2392,2392,162.11,49.39
2393,2393,172.66,54.18
2394,2394,173.71,56.05
2395,2395,169.03,56.55
2396,2396,180.8,65.23
2397,2397,167.73,61.61
2398,2398,168.13,57.58
2399,2399,167.31,55.11
2400,2400,174.37,58.42
2401,2401,174.75,61.36
2402,2402,168.65,55.75
2403,2403,172.94,54.38
2404,2404,173.23,54.45
2405,2405,164.21,56.54
2406,2406,176.04,60.57
2407,2407,172.45,53.55
2408,2408,168.24,59.73
2409,2409,169.78,51.48
2410,2410,174.68,59.4
2411,2411,174.71,63.88
2412,2412,178.56,58.06
2413,2413,171.92,56.52
2414,2414,176.7,59.74
2415,2415,176.19,56.45
2416,2416,168.83,51.01
2417,2417,181.29,66.34
2418,2418,173.04,57.37
2419,2419,176.51,62.06
2420,2420,165.3,53.54
2421,2421,168.33,65.52
2422,2422,178.47,70.19
2423,2423,171.12,52.98
2424,2424,173.7,63.71
2425,2425,174.46,52.83
2426,2426,169.34,61.89
2427,2427,180.73,59.43
2428,2428,162.21,51.62
2429,2429,175.9,61
2430,2430,170.7,48.76
2431,2431,170.04,48.45
2432,2432,172.71,66.43
2433,2433,170.49,52.08
2434,2434,177.48,59.35
2435,2435,171.08,57.81
2436,2436,181.7,65.74
2437,2437,171.73,60.53
2438,2438,163.15,57.85
2439,2439,166.41,57.3
2440,2440,174.49,49.8
2441,2441,168.21,46.14
2442,2442,176.4,51.8
2443,2443,179.66,56.69
2444,2444,164.55,50.68
2445,2445,162.34,46.44
2446,2446,172.78,58.89
2447,2447,179.03,70.84
2448,2448,173.52,55.59
2449,2449,174.32,56.94
2450,2450,173.03,57.17
2451,2451,171.22,70.33
2452,2452,175.19,64.73
